Row	Column	Column_merged	Row_merged	ICLID	Repetition	Condition	Timepoint	Abs680	Abs750	average_blank_per_plate_abs680	average_blank_per_plate_abs750	Abs680_fixed	Abs750_fixed
C	2	2	C	ICL_118B	Rep1	B_suplow	48	0.124700002	0.129099995	0.114300001	0.117166666	0.010400001	0.011933329
C	3	3	C	ICL_116	Rep1	B_suplow	48	0.117700003	0.122599997	0.114300001	0.117166666	0.003400002	0.005433331
C	4	4	C	BLANK	Rep1	blank	48	0.112000003	0.116499998	0.114300001	0.117166666	-0.002299998	-0.000666668
C	5	1	C	ICL_100	Rep2	B_suplow	48	0.117799997	0.121799998	0.114300001	0.117166666	0.003499996	0.004633332
C	6	2	C	ICL_118B	Rep2	B_suplow	48	0.113399997	0.119099997	0.114300001	0.117166666	-0.000900004	0.001933331
C	7	3	C	ICL_116	Rep2	B_suplow	48	0.115999997	0.118799999	0.114300001	0.117166666	0.001699995	0.001633334
C	8	4	C	BLANK	Rep2	blank	48	0.114600003	0.120399997	0.114300001	0.117166666	0.000300001	0.003233331
C	9	1	C	ICL_100	Rep3	B_suplow	48	0.1193	0.125200003	0.114300001	0.117166666	0.004999999	0.008033338
C	10	2	C	ICL_118B	Rep3	B_suplow	48	0.117700003	0.121399999	0.114300001	0.117166666	0.003400002	0.004233333
C	11	3	C	ICL_116	Rep3	B_suplow	48	0.124200001	0.126599997	0.114300001	0.117166666	0.0099	0.009433332
C	12	4	C	BLANK	Rep3	blank	48	0.119900003	0.121699996	0.114300001	0.117166666	0.005600002	0.004533331
D	1	1	D	ICL_101	Rep1	B_suplow	48	0.199499995	0.145300001	0.114300001	0.117166666	0.085199993	0.028133335
D	2	2	D	ICL_132	Rep1	B_suplow	48	0.112300001	0.1175	0.114300001	0.117166666	-0.002	0.000333334
D	3	3	D	ICL_199	Rep1	B_suplow	48	0.107100002	0.109499998	0.114300001	0.117166666	-0.007199999	-0.007666667
D	4	4	D	ICL_129A	Rep1	B_suplow	48	0.112999998	0.116499998	0.114300001	0.117166666	-0.001300003	-0.000666668
D	5	1	D	ICL_101	Rep2	B_suplow	48	0.119800001	0.123099998	0.114300001	0.117166666	0.0055	0.005933332
D	6	2	D	ICL_132	Rep2	B_suplow	48	0.110299997	0.1118	0.114300001	0.117166666	-0.004000004	-0.005366666
D	7	3	D	ICL_199	Rep2	B_suplow	48	0.112899996	0.118900001	0.114300001	0.117166666	-0.001400005	0.001733335
D	8	4	D	ICL_129A	Rep2	B_suplow	48	0.117299996	0.122000001	0.114300001	0.117166666	0.002999995	0.004833336
D	9	1	D	ICL_101	Rep3	B_suplow	48	0.120899998	0.123800002	0.114300001	0.117166666	0.006599996	0.006633336
D	10	2	D	ICL_132	Rep3	B_suplow	48	0.119400002	0.120399997	0.114300001	0.117166666	0.005100001	0.003233331
D	11	3	D	ICL_199	Rep3	B_suplow	48	0.122599997	0.124300003	0.114300001	0.117166666	0.008299995	0.007133337
D	12	4	D	ICL_129A	Rep3	B_suplow	48	0.120300002	0.122500002	0.114300001	0.117166666	0.006000001	0.005333337
E	1	1	E	ICL_103	Rep1	B_suplow	48	0.109800003	0.113899998	0.114300001	0.117166666	-0.004499998	-0.003266667
E	2	2	E	ICL_139A	Rep1	B_suplow	48	0.124899998	0.125799999	0.114300001	0.117166666	0.010599997	0.008633333
E	3	3	E	ICL_201	Rep1	B_suplow	48	0.120999999	0.125	0.114300001	0.117166666	0.006699998	0.007833334
E	4	4	E	ICL_184BA	Rep1	B_suplow	48	0.113200001	0.116499998	0.114300001	0.117166666	-0.0011	-0.000666668
E	5	1	E	ICL_103	Rep2	B_suplow	48	0.112000003	0.115500003	0.114300001	0.117166666	-0.002299998	-0.001666663
E	6	2	E	ICL_139A	Rep2	B_suplow	48	0.117799997	0.121799998	0.114300001	0.117166666	0.003499996	0.004633332
E	7	3	E	ICL_201	Rep2	B_suplow	48	0.111299999	0.111199997	0.114300001	0.117166666	-0.003000002	-0.005966668
E	8	4	E	ICL_184BA	Rep2	B_suplow	48	0.116400003	0.117600001	0.114300001	0.117166666	0.002100002	0.000433336
E	9	1	E	ICL_103	Rep3	B_suplow	48	0.117899999	0.119099997	0.114300001	0.117166666	0.003599998	0.001933331
E	10	2	E	ICL_139A	Rep3	B_suplow	48	0.122400001	0.123800002	0.114300001	0.117166666	0.008099999	0.006633336
E	11	3	E	ICL_201	Rep3	B_suplow	48	0.123599999	0.125499994	0.114300001	0.117166666	0.009299997	0.008333328
E	12	4	E	ICL_184BA	Rep3	B_suplow	48	0.121799998	0.1228	0.114300001	0.117166666	0.007499997	0.005633334
F	1	1	F	ICL_108	Rep1	B_suplow	48	0.133699998	0.133300006	0.114300001	0.117166666	0.019399997	0.016133341
F	2	2	F	ICL_144	Rep1	B_suplow	48	0.114100002	0.115900002	0.114300001	0.117166666	-0.0002	-0.001266663
F	3	3	F	ICL_208B	Rep1	B_suplow	48	0.122900002	0.1237	0.114300001	0.117166666	0.0086	0.006533335
F	4	4	F	ICL_20BA	Rep1	B_suplow	48	0.112199999	0.115999997	0.114300001	0.117166666	-0.002100002	-0.001166669
F	5	1	F	ICL_108	Rep2	B_suplow	48	0.113300003	0.119599998	0.114300001	0.117166666	-0.000999998	0.002433332
F	6	2	F	ICL_144	Rep2	B_suplow	48	0.111699998	0.115599997	0.114300001	0.117166666	-0.002600003	-0.001566668
F	7	3	F	ICL_208B	Rep2	B_suplow	48	0.111900002	0.118299998	0.114300001	0.117166666	-0.0024	0.001133333
F	8	4	F	ICL_20BA	Rep2	B_suplow	48	0.116899997	0.118500002	0.114300001	0.117166666	0.002599996	0.001333336
F	9	1	F	ICL_108	Rep3	B_suplow	48	0.118799999	0.119900003	0.114300001	0.117166666	0.004499998	0.002733337
F	10	2	F	ICL_144	Rep3	B_suplow	48	0.115599997	0.117799997	0.114300001	0.117166666	0.001299996	0.000633332
F	11	3	F	ICL_208B	Rep3	B_suplow	48	0.119000003	0.123099998	0.114300001	0.117166666	0.004700001	0.005933332
F	12	4	F	ICL_20BA	Rep3	B_suplow	48	0.1175	0.119099997	0.114300001	0.117166666	0.003199998	0.001933331
G	1	1	G	ICL_112	Rep1	B_suplow	48	0.126399994	0.126800001	0.114300001	0.117166666	0.012099992	0.009633335
G	2	2	G	ICL_160	Rep1	B_suplow	48	0.119599998	0.121100001	0.114300001	0.117166666	0.005299997	0.003933335
G	3	3	G	ICL_41	Rep1	B_suplow	48	0.150299996	0.148300007	0.114300001	0.117166666	0.035999995	0.031133341
G	4	4	G	ICL_162	Rep1	B_suplow	48	0.119400002	0.119999997	0.114300001	0.117166666	0.005100001	0.002833332
G	5	1	G	ICL_112	Rep2	B_suplow	48	0.123300001	0.123800002	0.114300001	0.117166666	0.009	0.006633336
G	6	2	G	ICL_160	Rep2	B_suplow	48	0.118100002	0.119400002	0.114300001	0.117166666	0.003800001	0.002233336
G	7	3	G	ICL_41	Rep2	B_suplow	48	0.121399999	0.122500002	0.114300001	0.117166666	0.007099997	0.005333337
G	8	4	G	ICL_162	Rep2	B_suplow	48	0.119800001	0.1228	0.114300001	0.117166666	0.0055	0.005633334
G	9	1	G	ICL_112	Rep3	B_suplow	48	0.123300001	0.128000006	0.114300001	0.117166666	0.009	0.01083334
G	10	2	G	ICL_160	Rep3	B_suplow	48	0.125100002	0.127800003	0.114300001	0.117166666	0.0108	0.010633337
G	11	3	G	ICL_41	Rep3	B_suplow	48	0.121399999	0.122199997	0.114300001	0.117166666	0.007099997	0.005033332
G	12	4	G	ICL_162	Rep3	B_suplow	48	0.126200005	0.127299994	0.114300001	0.117166666	0.011900004	0.010133329
H	1	1	H	ICL_114B	Rep1	B_suplow	48	0.120899998	0.1215	0.114300001	0.117166666	0.006599996	0.004333335
H	2	2	H	ICL_172	Rep1	B_suplow	48	0.113399997	0.115000002	0.114300001	0.117166666	-0.000900004	-0.002166664
H	3	3	H	ICL_48	Rep1	B_suplow	48	0.120499998	0.120700002	0.114300001	0.117166666	0.006199997	0.003533336
H	4	4	H	CHLAMY	Rep1	chlamy	48	0.111500002	0.113899998	0.114300001	0.117166666	-0.002799999	-0.003266667
H	5	1	H	ICL_114B	Rep2	B_suplow	48	0.124200001	0.126100004	0.114300001	0.117166666	0.0099	0.008933338
H	6	2	H	ICL_172	Rep2	B_suplow	48	0.122000001	0.124499999	0.114300001	0.117166666	0.0077	0.007333333
H	7	3	H	ICL_48	Rep2	B_suplow	48	0.126000002	0.126699999	0.114300001	0.117166666	0.011700001	0.009533333
H	8	4	H	CHLAMY	Rep2	chlamy	48	0.112499997	0.113300003	0.114300001	0.117166666	-0.001800004	-0.003866663
H	9	1	H	ICL_114B	Rep3	B_suplow	48	0.1206	0.1206	0.114300001	0.117166666	0.006299999	0.003433334
H	10	2	H	ICL_172	Rep3	B_suplow	48	0.119400002	0.122699998	0.114300001	0.117166666	0.005100001	0.005533333
H	11	3	H	ICL_48	Rep3	B_suplow	48	0.122299999	0.1228	0.114300001	0.117166666	0.007999998	0.005633334
H	12	4	H	CHLAMY	Rep3	chlamy	48	0.1153	0.117200002	0.114300001	0.117166666	0.000999998	3.33364E-05
A	1	1	A	ICL_186B	Rep1	B_suphigh	0	0.111400001	0.115199998	0.108633333	0.113199999	0.002766668	0.001999999
A	2	2	A	ICL_115	Rep1	B_suphigh	0	0.105800003	0.1105	0.108633333	0.113199999	-0.00283333	-0.002699999
A	3	3	A	ICL_163	Rep1	B_suphigh	0	0.109300002	0.112400003	0.108633333	0.113199999	0.000666669	-0.000799996
A	4	4	A	ICL_60	Rep1	B_suphigh	0	0.111000001	0.114600003	0.108633333	0.113199999	0.002366668	0.001400004
A	5	1	A	ICL_186B	Rep2	B_suphigh	0	0.112400003	0.1171	0.108633333	0.113199999	0.00376667	0.003900001
A	6	2	A	ICL_115	Rep2	B_suphigh	0	0.1131	0.118000001	0.108633333	0.113199999	0.004466667	0.004800002
A	7	3	A	ICL_163	Rep2	B_suphigh	0	0.112999998	0.1171	0.108633333	0.113199999	0.004366665	0.003900001
A	8	4	A	ICL_60	Rep2	B_suphigh	0	0.1074	0.114	0.108633333	0.113199999	-0.001233333	0.000800001
A	9	1	A	ICL_186B	Rep3	B_suphigh	0	0.111500002	0.1153	0.108633333	0.113199999	0.002866669	0.002100001
A	10	2	A	ICL_115	Rep3	B_suphigh	0	0.110299997	0.114699997	0.108633333	0.113199999	0.001666664	0.001499998
A	11	3	A	ICL_163	Rep3	B_suphigh	0	0.116300002	0.122100003	0.108633333	0.113199999	0.007666669	0.008900004
A	12	4	A	ICL_60	Rep3	B_suphigh	0	0.109200001	0.115199998	0.108633333	0.113199999	0.000566668	0.001999999
B	1	1	B	ICL_129B	Rep1	B_suphigh	0	0.111199997	0.114200003	0.108633333	0.113199999	0.002566664	0.001000005
B	2	2	B	ICL_117	Rep1	B_suphigh	0	0.114100002	0.118299998	0.108633333	0.113199999	0.005466669	0.005099999
B	3	3	B	ICL_170	Rep1	B_suphigh	0	0.111400001	0.118000001	0.108633333	0.113199999	0.002766668	0.004800002
B	4	4	B	ICL_24	Rep1	B_suphigh	0	0.108800001	0.115199998	0.108633333	0.113199999	0.000166668	0.001999999
B	5	1	B	ICL_129B	Rep2	B_suphigh	0	0.119099997	0.126000002	0.108633333	0.113199999	0.010466664	0.012800003
B	6	2	B	ICL_117	Rep2	B_suphigh	0	0.112300001	0.116899997	0.108633333	0.113199999	0.003666668	0.003699998
B	7	3	B	ICL_170	Rep2	B_suphigh	0	0.114	0.1184	0.108633333	0.113199999	0.005366667	0.005200001
B	8	4	B	ICL_24	Rep2	B_suphigh	0	0.108900003	0.114699997	0.108633333	0.113199999	0.00026667	0.001499998
B	9	1	B	ICL_129B	Rep3	B_suphigh	0	0.108099997	0.113200001	0.108633333	0.113199999	-0.000533336	2.48353E-09
B	10	2	B	ICL_117	Rep3	B_suphigh	0	0.112000003	0.115599997	0.108633333	0.113199999	0.00336667	0.002399998
B	11	3	B	ICL_170	Rep3	B_suphigh	0	0.112199999	0.118299998	0.108633333	0.113199999	0.003566666	0.005099999
B	12	4	B	ICL_24	Rep3	B_suphigh	0	0.117399998	0.123800002	0.108633333	0.113199999	0.008766665	0.010600003
C	1	1	C	ICL_100	Rep1	B_suphigh	0	0.103600003	0.107199997	0.108633333	0.113199999	-0.00503333	-0.006000002
C	2	2	C	ICL_118B	Rep1	B_suphigh	0	0.107699998	0.1118	0.108633333	0.113199999	-0.000933335	-0.001399999
C	3	3	C	ICL_116	Rep1	B_suphigh	0	0.1039	0.1083	0.108633333	0.113199999	-0.004733333	-0.004899999
C	4	4	C	BLANK	Rep1	blank	0	0.103699997	0.108099997	0.108633333	0.113199999	-0.004933336	-0.005100002
C	5	1	C	ICL_100	Rep2	B_suphigh	0	0.110399999	0.113499999	0.108633333	0.113199999	0.001766666	0.0003
C	6	2	C	ICL_118B	Rep2	B_suphigh	0	0.109899998	0.113499999	0.108633333	0.113199999	0.001266665	0.0003
C	7	3	C	ICL_116	Rep2	B_suphigh	0	0.1074	0.113799997	0.108633333	0.113199999	-0.001233333	0.000599998
C	8	4	C	BLANK	Rep2	blank	0	0.108000003	0.114100002	0.108633333	0.113199999	-0.00063333	0.000900003
C	9	1	C	ICL_100	Rep3	B_suphigh	0	0.114399999	0.121799998	0.108633333	0.113199999	0.005766666	0.008599999
C	10	2	C	ICL_118B	Rep3	B_suphigh	0	0.115000002	0.119499996	0.108633333	0.113199999	0.006366669	0.006299997
C	11	3	C	ICL_116	Rep3	B_suphigh	0	0.109300002	0.113600001	0.108633333	0.113199999	0.000666669	0.000400002
C	12	4	C	BLANK	Rep3	blank	0	0.1118	0.116599999	0.108633333	0.113199999	0.003166667	0.0034
D	1	1	D	ICL_101	Rep1	B_suphigh	0	0.100699998	0.103600003	0.108633333	0.113199999	-0.007933335	-0.009599996
D	2	2	D	ICL_132	Rep1	B_suphigh	0	0.113799997	0.116400003	0.108633333	0.113199999	0.005166663	0.003200004
D	3	3	D	ICL_199	Rep1	B_suphigh	0	0.111199997	0.114500001	0.108633333	0.113199999	0.002566664	0.001300002
D	4	4	D	ICL_129A	Rep1	B_suphigh	0	0.111299999	0.111900002	0.108633333	0.113199999	0.002666666	-0.001299997
D	5	1	D	ICL_101	Rep2	B_suphigh	0	0.1193	0.120200001	0.108633333	0.113199999	0.010666667	0.007000002
D	6	2	D	ICL_132	Rep2	B_suphigh	0	0.118900001	0.119900003	0.108633333	0.113199999	0.010266668	0.006700004
D	7	3	D	ICL_199	Rep2	B_suphigh	0	0.122299999	0.124799997	0.108633333	0.113199999	0.013666666	0.011599998
D	8	4	D	ICL_129A	Rep2	B_suphigh	0	0.114600003	0.117899999	0.108633333	0.113199999	0.00596667	0.0047
D	9	1	D	ICL_101	Rep3	B_suphigh	0	0.1149	0.119900003	0.108633333	0.113199999	0.006266667	0.006700004
D	10	2	D	ICL_132	Rep3	B_suphigh	0	0.120800003	0.123099998	0.108633333	0.113199999	0.01216667	0.009899999
D	11	3	D	ICL_199	Rep3	B_suphigh	0	0.113799997	0.118900001	0.108633333	0.113199999	0.005166663	0.005700002
D	12	4	D	ICL_129A	Rep3	B_suphigh	0	0.114699997	0.119599998	0.108633333	0.113199999	0.006066664	0.006399999
E	1	1	E	ICL_103	Rep1	B_suphigh	0	0.105400003	0.109800003	0.108633333	0.113199999	-0.00323333	-0.003399995
E	2	2	E	ICL_139A	Rep1	B_suphigh	0	0.1105	0.113600001	0.108633333	0.113199999	0.001866667	0.000400002
E	3	3	E	ICL_201	Rep1	B_suphigh	0	0.107299998	0.110799998	0.108633333	0.113199999	-0.001333335	-0.002400001
E	4	4	E	ICL_184BA	Rep1	B_suphigh	0	0.109999999	0.112400003	0.108633333	0.113199999	0.001366666	-0.000799996
E	5	1	E	ICL_103	Rep2	B_suphigh	0	0.113799997	0.118299998	0.108633333	0.113199999	0.005166663	0.005099999
E	6	2	E	ICL_139A	Rep2	B_suphigh	0	0.108199999	0.111699998	0.108633333	0.113199999	-0.000433334	-0.001500001
E	7	3	E	ICL_201	Rep2	B_suphigh	0	0.111400001	0.113700002	0.108633333	0.113199999	0.002766668	0.000500003
E	8	4	E	ICL_184BA	Rep2	B_suphigh	0	0.117899999	0.121799998	0.108633333	0.113199999	0.009266666	0.008599999
E	9	1	E	ICL_103	Rep3	B_suphigh	0	0.110799998	0.115900002	0.108633333	0.113199999	0.002166665	0.002700003
E	10	2	E	ICL_139A	Rep3	B_suphigh	0	0.121399999	0.1241	0.108633333	0.113199999	0.012766665	0.010900001
E	11	3	E	ICL_201	Rep3	B_suphigh	0	0.119900003	0.124899998	0.108633333	0.113199999	0.01126667	0.011699999
E	12	4	E	ICL_184BA	Rep3	B_suphigh	0	0.118100002	0.120800003	0.108633333	0.113199999	0.009466669	0.007600004
F	1	1	F	ICL_108	Rep1	B_suphigh	0	0.110399999	0.114200003	0.108633333	0.113199999	0.001766666	0.001000005
F	2	2	F	ICL_144	Rep1	B_suphigh	0	0.1083	0.111599997	0.108633333	0.113199999	-0.000333333	-0.001600002
F	3	3	F	ICL_208B	Rep1	B_suphigh	0	0.111100003	0.114699997	0.108633333	0.113199999	0.00246667	0.001499998
F	4	4	F	ICL_20BA	Rep1	B_suphigh	0	0.114100002	0.119800001	0.108633333	0.113199999	0.005466669	0.006600002
F	5	1	F	ICL_108	Rep2	B_suphigh	0	0.106200002	0.1131	0.108633333	0.113199999	-0.002433331	-9.99992E-05
F	6	2	F	ICL_144	Rep2	B_suphigh	0	0.107600003	0.114600003	0.108633333	0.113199999	-0.00103333	0.001400004
F	7	3	F	ICL_208B	Rep2	B_suphigh	0	0.125699997	0.129199997	0.108633333	0.113199999	0.017066664	0.015999998
F	8	4	F	ICL_20BA	Rep2	B_suphigh	0	0.123400003	0.123400003	0.108633333	0.113199999	0.01476667	0.010200004
F	9	1	F	ICL_108	Rep3	B_suphigh	0	0.1109	0.112499997	0.108633333	0.113199999	0.002266667	-0.000700002
F	10	2	F	ICL_144	Rep3	B_suphigh	0	0.111299999	0.115900002	0.108633333	0.113199999	0.002666666	0.002700003
F	11	3	F	ICL_208B	Rep3	B_suphigh	0	0.113200001	0.117899999	0.108633333	0.113199999	0.004566668	0.0047
F	12	4	F	ICL_20BA	Rep3	B_suphigh	0	0.120700002	0.123999998	0.108633333	0.113199999	0.012066669	0.010799999
G	1	1	G	ICL_112	Rep1	B_suphigh	0	0.111100003	0.115599997	0.108633333	0.113199999	0.00246667	0.002399998
G	2	2	G	ICL_160	Rep1	B_suphigh	0	0.110299997	0.114	0.108633333	0.113199999	0.001666664	0.000800001
G	3	3	G	ICL_41	Rep1	B_suphigh	0	0.1096	0.111699998	0.108633333	0.113199999	0.000966667	-0.001500001
G	4	4	G	ICL_162	Rep1	B_suphigh	0	0.112499997	0.113200001	0.108633333	0.113199999	0.003866664	2.48353E-09
G	5	1	G	ICL_112	Rep2	B_suphigh	0	0.116300002	0.118900001	0.108633333	0.113199999	0.007666669	0.005700002
G	6	2	G	ICL_160	Rep2	B_suphigh	0	0.118500002	0.120700002	0.108633333	0.113199999	0.009866669	0.007500003
G	7	3	G	ICL_41	Rep2	B_suphigh	0	0.114699997	0.118699998	0.108633333	0.113199999	0.006066664	0.005499999
G	8	4	G	ICL_162	Rep2	B_suphigh	0	0.116099998	0.121299997	0.108633333	0.113199999	0.007466665	0.008099998
G	9	1	G	ICL_112	Rep3	B_suphigh	0	0.112499997	0.118000001	0.108633333	0.113199999	0.003866664	0.004800002
G	10	2	G	ICL_160	Rep3	B_suphigh	0	0.117600001	0.122299999	0.108633333	0.113199999	0.008966668	0.0091
G	11	3	G	ICL_41	Rep3	B_suphigh	0	0.120899998	0.122699998	0.108633333	0.113199999	0.012266664	0.009499999
G	12	4	G	ICL_162	Rep3	B_suphigh	0	0.120099999	0.122000001	0.108633333	0.113199999	0.011466666	0.008800002
H	1	1	H	ICL_114B	Rep1	B_suphigh	0	0.108000003	0.112999998	0.108633333	0.113199999	-0.00063333	-0.000200001
H	2	2	H	ICL_172	Rep1	B_suphigh	0	0.113600001	0.118100002	0.108633333	0.113199999	0.004966668	0.004900003
H	3	3	H	ICL_48	Rep1	B_suphigh	0	0.108599998	0.111599997	0.108633333	0.113199999	-3.33351E-05	-0.001600002
H	4	4	H	CHLAMY	Rep1	chlamy	0	0.1052	0.110100001	0.108633333	0.113199999	-0.003433333	-0.003099998
H	5	1	H	ICL_114B	Rep2	B_suphigh	0	0.115699999	0.120499998	0.108633333	0.113199999	0.007066666	0.007299999
H	6	2	H	ICL_172	Rep2	B_suphigh	0	0.1206	0.125100002	0.108633333	0.113199999	0.011966667	0.011900003
H	7	3	H	ICL_48	Rep2	B_suphigh	0	0.109300002	0.112999998	0.108633333	0.113199999	0.000666669	-0.000200001
H	8	4	H	CHLAMY	Rep2	chlamy	0	0.109700002	0.112999998	0.108633333	0.113199999	0.001066669	-0.000200001
H	9	1	H	ICL_114B	Rep3	B_suphigh	0	0.113300003	0.116800003	0.108633333	0.113199999	0.00466667	0.003600004
H	10	2	H	ICL_172	Rep3	B_suphigh	0	0.119499996	0.123000003	0.108633333	0.113199999	0.010866663	0.009800004
H	11	3	H	ICL_48	Rep3	B_suphigh	0	0.117899999	0.120099999	0.108633333	0.113199999	0.009266666	0.0069
H	12	4	H	CHLAMY	Rep3	chlamy	0	0.113399997	0.117299996	0.108633333	0.113199999	0.004766664	0.004099997
A	1	1	A	ICL_186B	Rep1	B_suphigh	24	0.119900003	0.120899998	0.115600001	0.118549999	0.004300002	0.002349999
A	2	2	A	ICL_115	Rep1	B_suphigh	24	0.112400003	0.115099996	0.115600001	0.118549999	-0.003199998	-0.003450003
A	3	3	A	ICL_163	Rep1	B_suphigh	24	0.111699998	0.113700002	0.115600001	0.118549999	-0.003900003	-0.004849996
A	4	4	A	ICL_60	Rep1	B_suphigh	24	0.115199998	0.116400003	0.115600001	0.118549999	-0.000400003	-0.002149995
A	5	1	A	ICL_186B	Rep2	B_suphigh	24	0.1206	0.122599997	0.115600001	0.118549999	0.004999999	0.004049998
A	6	2	A	ICL_115	Rep2	B_suphigh	24	0.119599998	0.1219	0.115600001	0.118549999	0.003999997	0.003350001
A	7	3	A	ICL_163	Rep2	B_suphigh	24	0.1149	0.118600003	0.115600001	0.118549999	-0.000700001	5.00046E-05
A	8	4	A	ICL_60	Rep2	B_suphigh	24	0.116099998	0.119199999	0.115600001	0.118549999	0.000499997	0.00065
A	9	1	A	ICL_186B	Rep3	B_suphigh	24	0.120899998	0.122900002	0.115600001	0.118549999	0.005299997	0.004350003
A	10	2	A	ICL_115	Rep3	B_suphigh	24	0.117399998	0.119599998	0.115600001	0.118549999	0.001799997	0.001049999
A	11	3	A	ICL_163	Rep3	B_suphigh	24	0.120499998	0.123899996	0.115600001	0.118549999	0.004899997	0.005349997
A	12	4	A	ICL_60	Rep3	B_suphigh	24	0.118199997	0.122000001	0.115600001	0.118549999	0.002599996	0.003450003
B	1	1	B	ICL_129B	Rep1	B_suphigh	24	0.119400002	0.121100001	0.115600001	0.118549999	0.003800001	0.002550002
B	2	2	B	ICL_117	Rep1	B_suphigh	24	0.120899998	0.122699998	0.115600001	0.118549999	0.005299997	0.004149999
B	3	3	B	ICL_170	Rep1	B_suphigh	24	0.120200001	0.123000003	0.115600001	0.118549999	0.0046	0.004450005
B	4	4	B	ICL_24	Rep1	B_suphigh	24	0.1153	0.119199999	0.115600001	0.118549999	-0.000300001	0.00065
B	5	1	B	ICL_129B	Rep2	B_suphigh	24	0.120399997	0.124600001	0.115600001	0.118549999	0.004799996	0.006050002
B	6	2	B	ICL_117	Rep2	B_suphigh	24	0.123800002	0.126900002	0.115600001	0.118549999	0.008200001	0.008350004
B	7	3	B	ICL_170	Rep2	B_suphigh	24	0.123999998	0.125400007	0.115600001	0.118549999	0.008399997	0.006850008
B	8	4	B	ICL_24	Rep2	B_suphigh	24	0.1153	0.118100002	0.115600001	0.118549999	-0.000300001	-0.000449996
B	9	1	B	ICL_129B	Rep3	B_suphigh	24	0.1153	0.118000001	0.115600001	0.118549999	-0.000300001	-0.000549998
B	10	2	B	ICL_117	Rep3	B_suphigh	24	0.119800001	0.120800003	0.115600001	0.118549999	0.0042	0.002250005
B	11	3	B	ICL_170	Rep3	B_suphigh	24	0.122000001	0.123999998	0.115600001	0.118549999	0.0064	0.005449999
B	12	4	B	ICL_24	Rep3	B_suphigh	24	0.124600001	0.128800005	0.115600001	0.118549999	0.009	0.010250006
C	1	1	C	ICL_100	Rep1	B_suphigh	24	0.110200003	0.112000003	0.115600001	0.118549999	-0.005399998	-0.006549995
C	2	2	C	ICL_118B	Rep1	B_suphigh	24	0.117399998	0.118600003	0.115600001	0.118549999	0.001799997	5.00046E-05
C	3	3	C	ICL_116	Rep1	B_suphigh	24	0.115699999	0.117399998	0.115600001	0.118549999	9.9998E-05	-0.001150001
C	4	4	C	BLANK	Rep1	blank	24	0.111299999	0.113399997	0.115600001	0.118549999	-0.004300002	-0.005150001
C	5	1	C	ICL_100	Rep2	B_suphigh	24	0.1184	0.119000003	0.115600001	0.118549999	0.002799999	0.000450004
C	6	2	C	ICL_118B	Rep2	B_suphigh	24	0.1184	0.119800001	0.115600001	0.118549999	0.002799999	0.001250003
C	7	3	C	ICL_116	Rep2	B_suphigh	24	0.1193	0.122100003	0.115600001	0.118549999	0.003699999	0.003550004
C	8	4	C	BLANK	Rep2	blank	24	0.114100002	0.118100002	0.115600001	0.118549999	-0.001499999	-0.000449996
C	9	1	C	ICL_100	Rep3	B_suphigh	24	0.1228	0.126499996	0.115600001	0.118549999	0.007199999	0.007949997
C	10	2	C	ICL_118B	Rep3	B_suphigh	24	0.119900003	0.123199999	0.115600001	0.118549999	0.004300002	0.00465
C	11	3	C	ICL_116	Rep3	B_suphigh	24	0.123000003	0.124300003	0.115600001	0.118549999	0.007400002	0.005750004
C	12	4	C	BLANK	Rep3	blank	24	0.118100002	0.121699996	0.115600001	0.118549999	0.002500001	0.003149997
D	1	1	D	ICL_101	Rep1	B_suphigh	24	0.120800003	0.107699998	0.115600001	0.118549999	0.005200002	-0.010850001
D	2	2	D	ICL_132	Rep1	B_suphigh	24	0.116400003	0.118699998	0.115600001	0.118549999	0.000800002	0.000149999
D	3	3	D	ICL_199	Rep1	B_suphigh	24	0.112999998	0.115199998	0.115600001	0.118549999	-0.002600003	-0.003350001
D	4	4	D	ICL_129A	Rep1	B_suphigh	24	0.113600001	0.114	0.115600001	0.118549999	-0.002	-0.004549999
D	5	1	D	ICL_101	Rep2	B_suphigh	24	0.124399997	0.123400003	0.115600001	0.118549999	0.008799996	0.004850004
D	6	2	D	ICL_132	Rep2	B_suphigh	24	0.121699996	0.121299997	0.115600001	0.118549999	0.006099995	0.002749998
D	7	3	D	ICL_199	Rep2	B_suphigh	24	0.1215	0.122500002	0.115600001	0.118549999	0.005899999	0.003950004
D	8	4	D	ICL_129A	Rep2	B_suphigh	24	0.118000001	0.118799999	0.115600001	0.118549999	0.0024	0.000250001
D	9	1	D	ICL_101	Rep3	B_suphigh	24	0.125100002	0.126900002	0.115600001	0.118549999	0.009500001	0.008350004
D	10	2	D	ICL_132	Rep3	B_suphigh	24	0.122699998	0.125	0.115600001	0.118549999	0.007099997	0.006450001
D	11	3	D	ICL_199	Rep3	B_suphigh	24	0.118199997	0.1215	0.115600001	0.118549999	0.002599996	0.002950002
D	12	4	D	ICL_129A	Rep3	B_suphigh	24	0.1215	0.124799997	0.115600001	0.118549999	0.005899999	0.006249998
E	1	1	E	ICL_103	Rep1	B_suphigh	24	0.109200001	0.112499997	0.115600001	0.118549999	-0.0064	-0.006050002
E	2	2	E	ICL_139A	Rep1	B_suphigh	24	0.1184	0.120099999	0.115600001	0.118549999	0.002799999	0.00155
