Sampling_date	Sampling_time	Sampling_datetime	Day	Media	Condition	replicate	Measurement_type	Wavelength	Row	Column	Measurement	Filename	t (h)	Content	Measurement_blank_average	Measurement_fixed
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Absorbance	750_nm	G	11	0.27889999747276306	day1_b+c_4.xlsx	22.0	ICL_184BB	0.12025357170828752	0.15864642576447555
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Absorbance	750_nm	H	11	0.12600000202655792	day1_b+c_4.xlsx	22.0	Chlamy	0.12025357170828752	0.005746430318270407
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Absorbance	750_nm	A	12	0.15389999747276306	day1_b+c_4.xlsx	22.0	ICL_108	0.12025357170828752	0.033646425764475546
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Absorbance	750_nm	B	12	0.13339999318122864	day1_b+c_4.xlsx	22.0	ICL_60	0.12025357170828752	0.013146421472941122
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Absorbance	750_nm	C	12	0.17419999837875366	day1_b+c_4.xlsx	22.0	ICL_193	0.12025357170828752	0.05394642667046615
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Absorbance	750_nm	D	12	0.1460999995470047	day1_b+c_4.xlsx	22.0	Chlamy	0.12025357170828752	0.025846427838717184
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Absorbance	750_nm	E	12	0.14180000126361847	day1_b+c_4.xlsx	22.0	ICL_108	0.12025357170828752	0.021546429555330954
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Absorbance	750_nm	F	12	0.1574999988079071	day1_b+c_4.xlsx	22.0	ICL_60	0.12025357170828752	0.03724642709961959
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Absorbance	750_nm	G	12	0.18359999358654022	day1_b+c_4.xlsx	22.0	ICL_193	0.12025357170828752	0.0633464218782527
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Absorbance	750_nm	H	12	0.14790000021457672	day1_b+c_4.xlsx	22.0	Chlamy	0.12025357170828752	0.027646428506289206
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	1	327.0	day1_b+c_4.xlsx	22.0	ICL_162	0.0	327.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	1	343.0	day1_b+c_4.xlsx	22.0	ICL_115	0.0	343.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	1	636.0	day1_b+c_4.xlsx	22.0	ICL_144	0.0	636.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	1	270.0	day1_b+c_4.xlsx	22.0	ICL_186A	0.0	270.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	1	365.0	day1_b+c_4.xlsx	22.0	ICL_162	0.0	365.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	1	390.0	day1_b+c_4.xlsx	22.0	ICL_115	0.0	390.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	1	906.0	day1_b+c_4.xlsx	22.0	ICL_144	0.0	906.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	1	274.0	day1_b+c_4.xlsx	22.0	ICL_186A	0.0	274.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	2	533.0	day1_b+c_4.xlsx	22.0	ICL_202A	0.0	533.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	2	352.0	day1_b+c_4.xlsx	22.0	ICL_199	0.0	352.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	2	218.0	day1_b+c_4.xlsx	22.0	ICL_41	0.0	218.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	2	847.0	day1_b+c_4.xlsx	22.0	ICL_186B	0.0	847.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	2	463.0	day1_b+c_4.xlsx	22.0	ICL_202A	0.0	463.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	2	543.0	day1_b+c_4.xlsx	22.0	ICL_199	0.0	543.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	2	264.0	day1_b+c_4.xlsx	22.0	ICL_41	0.0	264.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	2	768.0	day1_b+c_4.xlsx	22.0	ICL_186B	0.0	768.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	3	556.0	day1_b+c_4.xlsx	22.0	ICL_202B	0.0	556.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	3	533.0	day1_b+c_4.xlsx	22.0	ICL_101	0.0	533.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	3	276.0	day1_b+c_4.xlsx	22.0	ICL_114B	0.0	276.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	3	388.0	day1_b+c_4.xlsx	22.0	ICL_170	0.0	388.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	3	439.0	day1_b+c_4.xlsx	22.0	ICL_202B	0.0	439.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	3	388.0	day1_b+c_4.xlsx	22.0	ICL_101	0.0	388.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	3	319.0	day1_b+c_4.xlsx	22.0	ICL_114B	0.0	319.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	3	384.0	day1_b+c_4.xlsx	22.0	ICL_170	0.0	384.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	4	490.0	day1_b+c_4.xlsx	22.0	ICL_202C	0.0	490.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	4	603.0	day1_b+c_4.xlsx	22.0	ICL_139A	0.0	603.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	4	887.0	day1_b+c_4.xlsx	22.0	ICL_208B	0.0	887.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	4	341.0	day1_b+c_4.xlsx	22.0	ICL_179A	0.0	341.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	4	372.0	day1_b+c_4.xlsx	22.0	ICL_202C	0.0	372.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	4	431.0	day1_b+c_4.xlsx	22.0	ICL_139A	0.0	431.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	4	573.0	day1_b+c_4.xlsx	22.0	ICL_208B	0.0	573.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	4	294.0	day1_b+c_4.xlsx	22.0	ICL_179A	0.0	294.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	5	544.0	day1_b+c_4.xlsx	22.0	ICL_131	0.0	544.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	5	656.0	day1_b+c_4.xlsx	22.0	ICL_103	0.0	656.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	5	291.0	day1_b+c_4.xlsx	22.0	ICL_117	0.0	291.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	5	624.0	day1_b+c_4.xlsx	22.0	ICL_179B	0.0	624.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	5	558.0	day1_b+c_4.xlsx	22.0	ICL_131	0.0	558.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	5	868.0	day1_b+c_4.xlsx	22.0	ICL_103	0.0	868.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	5	327.0	day1_b+c_4.xlsx	22.0	ICL_117	0.0	327.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	5	479.0	day1_b+c_4.xlsx	22.0	ICL_179B	0.0	479.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	6	353.0	day1_b+c_4.xlsx	22.0	ICL_116	0.0	353.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	6	329.0	day1_b+c_4.xlsx	22.0	ICL_160	0.0	329.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	6	373.0	day1_b+c_4.xlsx	22.0	ICL_132	0.0	373.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	6	370.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	370.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	6	349.0	day1_b+c_4.xlsx	22.0	ICL_116	0.0	349.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	6	364.0	day1_b+c_4.xlsx	22.0	ICL_160	0.0	364.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	6	334.0	day1_b+c_4.xlsx	22.0	ICL_132	0.0	334.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	6	608.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	608.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	7	443.0	day1_b+c_4.xlsx	22.0	ICL_112	0.0	443.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	7	508.0	day1_b+c_4.xlsx	22.0	ICL_129A	0.0	508.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	7	471.0	day1_b+c_4.xlsx	22.0	ICL_48	0.0	471.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	7	690.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	690.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	7	369.0	day1_b+c_4.xlsx	22.0	ICL_112	0.0	369.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	7	398.0	day1_b+c_4.xlsx	22.0	ICL_129A	0.0	398.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	7	417.0	day1_b+c_4.xlsx	22.0	ICL_48	0.0	417.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	7	674.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	674.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	8	282.0	day1_b+c_4.xlsx	22.0	ICL_163	0.0	282.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	8	352.0	day1_b+c_4.xlsx	22.0	ICL_129B	0.0	352.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	8	452.0	day1_b+c_4.xlsx	22.0	ICL_201	0.0	452.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	8	875.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	875.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	8	284.0	day1_b+c_4.xlsx	22.0	ICL_163	0.0	284.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	8	885.0	day1_b+c_4.xlsx	22.0	ICL_129B	0.0	885.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	8	403.0	day1_b+c_4.xlsx	22.0	ICL_201	0.0	403.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	8	547.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	547.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	9	307.0	day1_b+c_4.xlsx	22.0	ICL_24	0.0	307.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	9	696.0	day1_b+c_4.xlsx	22.0	ICL_133	0.0	696.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	9	542.0	day1_b+c_4.xlsx	22.0	ICL_172	0.0	542.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	9	319.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	319.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	9	273.0	day1_b+c_4.xlsx	22.0	ICL_24	0.0	273.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	9	689.0	day1_b+c_4.xlsx	22.0	ICL_133	0.0	689.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	9	503.0	day1_b+c_4.xlsx	22.0	ICL_172	0.0	503.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	9	355.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	355.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	10	475.0	day1_b+c_4.xlsx	22.0	ICL_118B	0.0	475.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	10	354.0	day1_b+c_4.xlsx	22.0	ICL_20BA	0.0	354.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	10	582.0	day1_b+c_4.xlsx	22.0	ICL_184BA	0.0	582.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	10	610.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	610.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	10	376.0	day1_b+c_4.xlsx	22.0	ICL_118B	0.0	376.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	10	884.0	day1_b+c_4.xlsx	22.0	ICL_20BA	0.0	884.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	10	530.0	day1_b+c_4.xlsx	22.0	ICL_184BA	0.0	530.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	10	606.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	606.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	11	236.0	day1_b+c_4.xlsx	22.0	ICL_100	0.0	236.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	11	331.0	day1_b+c_4.xlsx	22.0	ICL_20BB	0.0	331.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	11	662.0	day1_b+c_4.xlsx	22.0	ICL_184BB	0.0	662.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	11	373.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	373.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	11	258.0	day1_b+c_4.xlsx	22.0	ICL_100	0.0	258.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	11	265.0	day1_b+c_4.xlsx	22.0	ICL_20BB	0.0	265.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	11	557.0	day1_b+c_4.xlsx	22.0	ICL_184BB	0.0	557.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	11	213.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	213.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	A	12	284.0	day1_b+c_4.xlsx	22.0	ICL_108	0.0	284.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	B	12	286.0	day1_b+c_4.xlsx	22.0	ICL_60	0.0	286.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	C	12	501.0	day1_b+c_4.xlsx	22.0	ICL_193	0.0	501.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	D	12	246.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	246.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	E	12	377.0	day1_b+c_4.xlsx	22.0	ICL_108	0.0	377.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	F	12	332.0	day1_b+c_4.xlsx	22.0	ICL_60	0.0	332.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	G	12	437.0	day1_b+c_4.xlsx	22.0	ICL_193	0.0	437.0
16.02.2019	14:01:39	2019-02-16 14:01:39	day1	tp	b+c	4	Fluorescence Bottom Reading	Ex:440_nm/Em:680_nm	H	12	262.0	day1_b+c_4.xlsx	22.0	Chlamy	0.0	262.0
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	A	1	0.2865999937057495	day5_sc+c_4.xlsx	120.0	ICL_162	0.11962500108139855	0.16697499262435095
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	B	1	0.31869998574256897	day5_sc+c_4.xlsx	120.0	ICL_115	0.11962500108139855	0.1990749846611704
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	C	1	0.30090001225471497	day5_sc+c_4.xlsx	120.0	ICL_144	0.11962500108139855	0.1812750111733164
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	D	1	0.32829999923706055	day5_sc+c_4.xlsx	120.0	ICL_186A	0.11962500108139855	0.20867499815566198
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	E	1	0.3249000012874603	day5_sc+c_4.xlsx	120.0	ICL_162	0.11962500108139855	0.20527500020606176
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	F	1	0.3043999969959259	day5_sc+c_4.xlsx	120.0	ICL_115	0.11962500108139855	0.18477499591452734
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	G	1	0.3116999864578247	day5_sc+c_4.xlsx	120.0	ICL_144	0.11962500108139855	0.19207498537642614
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	H	1	0.31850001215934753	day5_sc+c_4.xlsx	120.0	ICL_186A	0.11962500108139855	0.19887501107794897
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	A	2	0.30219998955726624	day5_sc+c_4.xlsx	120.0	ICL_202A	0.11962500108139855	0.18257498847586767
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	B	2	0.31679999828338623	day5_sc+c_4.xlsx	120.0	ICL_199	0.11962500108139855	0.19717499720198767
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	C	2	0.3149000108242035	day5_sc+c_4.xlsx	120.0	ICL_41	0.11962500108139855	0.19527500974280493
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	D	2	0.3215999901294708	day5_sc+c_4.xlsx	120.0	ICL_186B	0.11962500108139855	0.20197498904807226
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	E	2	0.2824999988079071	day5_sc+c_4.xlsx	120.0	ICL_202A	0.11962500108139855	0.16287499772650854
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	F	2	0.350600004196167	day5_sc+c_4.xlsx	120.0	ICL_199	0.11962500108139855	0.23097500311476843
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	G	2	0.30820000171661377	day5_sc+c_4.xlsx	120.0	ICL_41	0.11962500108139855	0.1885750006352152
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	H	2	0.33629998564720154	day5_sc+c_4.xlsx	120.0	ICL_186B	0.11962500108139855	0.21667498456580297
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	A	3	0.32199999690055847	day5_sc+c_4.xlsx	120.0	ICL_202B	0.11962500108139855	0.2023749958191599
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	B	3	0.33230000734329224	day5_sc+c_4.xlsx	120.0	ICL_101	0.11962500108139855	0.21267500626189367
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	C	3	0.3118000030517578	day5_sc+c_4.xlsx	120.0	ICL_114B	0.11962500108139855	0.19217500197035925
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	D	3	0.30320000648498535	day5_sc+c_4.xlsx	120.0	ICL_170	0.11962500108139855	0.1835750054035868
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	E	3	0.3061000108718872	day5_sc+c_4.xlsx	120.0	ICL_202B	0.11962500108139855	0.18647500979048864
20.02.2019	16:41:32	2019-02-20 16:41:32	day5	tp	sc+c	4	Absorbance	750_nm	F	3	0.28940001130104065	day5_sc+c_4.xlsx	120.0	ICL_101	0.11962500108139855	0.1697750102196421
